CONSORT_Item,PMCID,sentence_id,start_char_pos,end_char_pos,section,clean_sentence_text
6a,PMC3070271,S75,9540,9833,"Assessment, outcome and safety measures", Modified ACRpedi 30 50 70 100 responses assessed throughout study included improvement 30 50 70 100 respectively least three six core criteria juvenile rheumatoid arthritis worsening 30 one criteria
6a,PMC3070271,S76,9834,10131,"Assessment, outcome and safety measures", The criteria physician s global assessment disease activity patient s parents global assessment overall wellbeing number joints active arthritis number joints limited range motion Childhood Health Assessment Questionnaire ESR 15
6a,PMC3070271,S77,10132,10442,"Assessment, outcome and safety measures", A disease flare defined either 1 reoccurrence disease related fever systemic symptom 2 increase twofold either ESR CRP value 3 worsening least three six ACRpedi core criteria improvement one criteria
6a,PMC3070271,S78,10443,10682,"Assessment, outcome and safety measures", If number joints active arthritis used criterion flare patient initially active joints one active joint increase number joints active arthritis least two required
6a,PMC3070271,S79,10691,10884,"Assessment, outcome and safety measures", We also aimed assess number patients reached M6 inactive disease defined Wallace et al16 daily dose predniso lo ne 0 3 mg kg 10 mg whichever lower
6a,PMC3070271,S80,10893,10949,"Assessment, outcome and safety measures", Adverse events AEs recorded throughout study
6a,PMC3070271,S81,10950,11005,"Assessment, outcome and safety measures", Specific procedures set serious AEs SAEs
7a,PMC3070271,S84,11145,11368,Data analysis, We expected least 60 difference percentage patients obtaining improvement anakinra treated group group 1 compared control group group 2 10 patients improving group 2
7a,PMC3070271,S85,11369,11485,Data analysis, Given 5 type I error 20 type II error two sided Fisher exact test 12 patients per group required
0,PMC3070271,S86,11486,11530,Data analysis, An intention to treat analysis retained
12a,PMC3070271,S87,11539,11783,Data analysis, To explore whether variable ACRpedi score CRP SAA and or parent patient assessment pain associated response treatment ratio value inclusion value M1 value inclusion compared groups
12a,PMC3070271,S88,11784,11888,Data analysis, Qualitative quantitative data compared using Wilcoxon test Fisher exact test respectively
12a,PMC3070271,S89,11889,11950,Data analysis, The R statistical software used statistical analysis
4b,PMC3076731,S34,4252,4416,Participants, Members British Society Paediatric Endocrinology Diabetes recruited patients participating paediatric endocrinology departments UK hospitals
4a,PMC3076731,S35,4417,4769,Participants, Inclusion criteria participation patients karyotype confirmed Turner  s syndrome karyotypes eligible including mosaic age 7 13 years previous growth hormone treatment previous treatment range 8 3 11 7 mg m2 week five seven injections week previous oxandrolone oestrogen therapy open epiphyses
4a,PMC3076731,S36,4770,4922,Participants, Exclusion criteria major systemic illness might affect growth social psychological difficulties likely seriously impair concordance
3a,PMC3076731,S38,4966,5104,Study design, We devised double blind placebo controlled randomised controlled trial including two randomisations two two factorial design
3a,PMC3076731,S39,5105,5166,Study design, Figure 1 shows flow chart design participants
0,PMC3076731,S40,5167,5366,Study design, A steering committee British Society Paediatric Endocrinology Diabetes Clinical Trials Audit Group supervised study independent data safety monitoring group established
0,PMC3076731,S41,5367,5423,Study design, All participants  parents gave written informed consent
3a,PMC3076731,S42,5433,5546,Study design, Fig 1  Flow chart participation UK Turner Study according treatment groups completions withdrawals
0,PMC3076731,S43,5547,5653,Study design, Withdrawn 12 years age randomised randomisation 1 oxandrolone placebo
0,PMC3076731,S44,5654,5751,Study design, years recruitment oestrogen treatment started 14 years randomisation
0,PMC3076731,S45,5752,5904,Study design, 12 years age randomised randomisation 1 oxandrolone placebo randomisation 2 oestrogen treatment needed
8b,PMC3076731,S47,5961,6141,Randomisation and masking, The British Society Paediatric Endocrinology Diabetes Clinical Trials Unit Cambridge UK used minimisation weighted randomisation study  s two randomisations 20
10,PMC3076731,S48,6142,6361,Randomisation and masking, Randomisation 1 oxandrolone placebo took place age 9 years enrolment older balanced enrolling centre quarter mid parental height previous exposure growth hormone treatment
5,PMC3076731,S48,6142,6361,Randomisation and masking, Randomisation 1 oxandrolone placebo took place age 9 years enrolment older balanced enrolling centre quarter mid parental height previous exposure growth hormone treatment
10,PMC3076731,S49,6362,6674,Randomisation and masking, Randomisation 2 took place age 12 years girls ovarian failure basal serum follicle stimulating hormone concentration 10 U L additional minimisation randomisation 1 begin oral ethinylestradiol placebo 12 years placebo group subsequently started ethinylestradiol 14 years
5,PMC3076731,S49,6362,6674,Randomisation and masking, Randomisation 2 took place age 12 years girls ovarian failure basal serum follicle stimulating hormone concentration 10 U L additional minimisation randomisation 1 begin oral ethinylestradiol placebo 12 years placebo group subsequently started ethinylestradiol 14 years
10,PMC3076731,S50,6675,6910,Randomisation and masking, Girls follicle stimulating hormone concentration 10U L karyotype associated preservation ovarian function 45 X 46 XX 45 X 47 XXX21 spontaneous puberty group randomised randomisation 2
10,PMC3076731,S51,6911,7116,Randomisation and masking, Girls karyotypes tested concentrations gonadotrophin releasing hormone randomised randomisation 2 peak follicle stimulating hormone concentration 30 U L
5,PMC3076731,S52,7117,7254,Randomisation and masking, Participants enrolled age 12 25 years without spontaneous puberty late group started ethinylestradiol 14 years
5,PMC3076731,S54,7295,7418,Treatment, All participants received growth hormone preparation choice 10 mg m2 week daily subcutaneous injections
5,PMC3076731,S55,7419,7521,Treatment, Oral oxandrolone SPA Milan Italy given 0 05 mg kg day maximum daily dose 2 5 mg
5,PMC3076731,S56,7522,7704,Treatment, Oral ethinylestradiol UCB Pharma Slough UK given daily follows regardless age starting year 1 2 year 2 4 year 3 four months 6 8 10
5,PMC3076731,S57,7705,7894,Treatment, The code randomisation 2 broken 15 years allow introduction progesterone therapy oral norethisterone CP Pharmaceuticals Wrexham UK 5 mg daily five days month
10,PMC3076731,S57,7705,7894,Treatment, The code randomisation 2 broken 15 years allow introduction progesterone therapy oral norethisterone CP Pharmaceuticals Wrexham UK 5 mg daily five days month
5,PMC3076731,S58,7903,7990,Treatment, Treatment growth hormone oxandrolone continued final height reached
5,PMC3076731,S59,7991,8099,Treatment, Oestrogen progesterone therapy continued adult replacement dose pubertal induction completed
11b,PMC3076731,S60,8108,8358,Treatment, White uncoated flat bevelled edge placebo tablets 7 5 mm diameter Essential Nutrition Brough UK specially manufactured match size weight appearance oxandrolone 2 5 mg ethinylestradiol 2 tablets respectively
11a,PMC3076731,S61,8359,8681,Treatment, The study  s central pharmacy Royal Hospital Sick Children Glasgow UK supplied tablets double blind placebo controlled fashion staff British Society Paediatric Endocrinology Diabetes Clinical Trials Unit central distributing pharmacy blinded treatment allocations
3b,PMC3076731,S63,8733,8974,Oxandrolone supplies, In 2004 2008 sole European manufacturer oxandrolone 2 5 mg ceased production resulting 34 participants 2004 11 2008 temporarily suspending active oxandrolone treatment mean duration 2004 52 days 2008 163 days
3b,PMC3076731,S64,8975,9124,Oxandrolone supplies, In 2008 decision taken terminate treatment arm forthwith resulting eight participants stopping oxandrolone treatment prematurely
6a,PMC3076731,S66,9172,9358,Study procedures, At clinic visits every four six months height measured Harpenden stadiometer last completed 1 mm converted SD score using British 1990 reference 22
6a,PMC3076731,S67,9359,9526,Study procedures, Radiographs left wrist obtained annually single observer WFP analysed bone age estimation according Tanner Whitehouse II method 23
6a,PMC3076731,S68,9527,9614,Study procedures, Biochemical analyses followed local protocols results reported centrally
6a,PMC3076731,S69,9623,9802,Study procedures, Standardised pharmacovigilance procedures followed recording adverse events reactions visit subsequent review Data Safety Monitoring Group
0,PMC3076731,S70,9803,9923,Study procedures, Data collection ceased participants withdrew consent although included previously collected data analysis
6a,PMC3076731,S72,9974,10092,Statistical methods, The primary outcome final height defined height velocity less 1 cm year bone age least 15 5 years
6a,PMC3076731,S73,10093,10290,Statistical methods, Secondary outcomes maximum height recently available height age attaining final height three summary growth parameters SITAR analysis described
7a,PMC3076731,S74,10299,10498,Statistical methods, Assuming standard deviation 5 cm needed 50 girls group detect difference groups mean final height 2 8 cm 80 power 5 significance  a total 100 patients
0,PMC3076731,S75,10499,10601,Statistical methods, The study formally powered detect significant interaction two randomisations
0,PMC3076731,S76,10602,10707,Statistical methods, In event 100 patients recruited fewer 100 followed final height
12a,PMC3076731,S77,10716,10807,Statistical methods, We estimated effects two randomisations separately using multiple regression
12b,PMC3076731,S78,10808,10936,Statistical methods, We also adjusted randomisation 2 timing pubertal induction randomisation 1 oxandrolone tested interaction
12a,PMC3076731,S79,10945,11077,Statistical methods, In addition applied SITAR superimposition translation rotation novel method growth curve analysis data 24
12a,PMC3076731,S80,11078,11232,Statistical methods, SITAR transforms individual growth curves become essentially superimposed define average summary curve
12a,PMC3076731,S81,11233,11510,Statistical methods, To achieve individual curve suitably altered three distinct ways curve shifted up down measure child  s size cm left right measure growth tempo years age axis stretched squashed measure percentage velocity
0,PMC3076731,S82,11511,11647,Statistical methods, Size tempo velocity thus participant specific random effects summarising girl  s curve differs average curve
0,PMC3076731,S83,11648,11757,Statistical methods, The effects randomisations explored comparing values random effects trial arm
0,PMC3076731,S84,11758,11829,Statistical methods, Equally separate summary curves constructed trial arm
3a,PMC3103669,S39,5350,5515,Study design, This 24 week dose ranging multicentre double blind double dummy active controlled study approved responsible independent ethics committees
0,PMC3103669,S40,5516,5867,Study design, The study performed accordance International Conference Harmonisation Technical Requirements Registration Pharmaceuticals Human Use ICH Harmonised Tripartite Guidelines Good Clinical Practice ethical principles laid Declaration Helsinki patients provided written informed consent
6a,PMC3103669,S42,5972,6080,Study design, At screening patients indicated joints affected previous gouty arthritis flares
5,PMC3103669,S43,6081,6415,Study design, Eligible patients subsequently randomised 1 1 1 1 1 1 2 receive single dose canakinumab 25 mg 50 mg 100 mg 200 mg 300 mg day 1 four canakinumab doses administered 4 weekly intervals 50 mg day 1 week 4 25 mg weeks 8 12 daily oral doses colchicine 0 5 mg given 16 weeks
8b,PMC3103669,S43,6081,6415,Study design, Eligible patients subsequently randomised 1 1 1 1 1 1 2 receive single dose canakinumab 25 mg 50 mg 100 mg 200 mg 300 mg day 1 four canakinumab doses administered 4 weekly intervals 50 mg day 1 week 4 25 mg weeks 8 12 daily oral doses colchicine 0 5 mg given 16 weeks
11a,PMC3103669,S44,6416,6711,Study design, In order achieve blinding patients investigators patients received subcutaneous injections canakinumab canakinumab placebo day 1 weeks 4 8 12 took capsules colchicine colchicine placebo daily 16 weeks see supplementary material details
11b,PMC3103669,S44,6416,6711,Study design, In order achieve blinding patients investigators patients received subcutaneous injections canakinumab canakinumab placebo day 1 weeks 4 8 12 took capsules colchicine colchicine placebo daily 16 weeks see supplementary material details
5,PMC3103669,S46,6757,6965,Study design, Allopurinol treatment 100  300 mg initiated baseline within 1 month baseline administered randomised patients daily 24 weeks see supplementary material details
5,PMC3103669,S47,6966,7058,Study design, Patients could receive rescue medication needed see supplementary material details
4a,PMC3103669,S49,7098,7473,Patients, Inclusion criteria age 18  80 years diagnosis gouty arthritis defined American College Rheumatology 1977 preliminary criteria 29 least two gouty arthritis flares previous year body mass index BMI kg m2 willingness initiate allopurinol treatment initiated allopurinol treatment within 1 month screening
4a,PMC3103669,S50,7482,7777,Patients, Key exclusion criteria gouty arthritis flare within 2 weeks screening present screening pain associated flare screening history allergy contraindication intolerance allopurinol colchicine see supplementary material details
6a,PMC3103669,S52,7820,7849,Assessments, Flares patient reported
6a,PMC3103669,S53,7850,8021,Assessments, For flare patients recorded diary start date affected joint day severity pain see supplementary material details
6a,PMC3103669,S54,8022,8180,Assessments, Patients also recorded rescue medication use pain least 7 days onset flare longer flares persisted 7 days
6a,PMC3103669,S55,8189,8539,Assessments, Safety assessments performed scheduled visits 2 4 8 12 16 20 24 weeks included collection blood samples assessment inflammatory marker C reactive protein CRP haematology immunogenicity baseline weeks 8 16 24 doctor s assessments local tolerability sites subcutaneous injections
6a,PMC3103669,S56,8540,8596,Assessments, Adverse events AEs reported throughout study
6a,PMC3103669,S57,8605,8859,Assessments, The primary outcome determination canakinumab dose producing equivalent efficacy achieved colchicine 0 5 mg respect mean number flares per patient occurring within 16 weeks post randomisation ie target dose
6a,PMC3103669,S58,8860,9093,Assessments, Secondary efficacy outcomes included mean number flares per patient proportion patients least one flare time first flare average duration flares CRP levels see supplementary material details
6a,PMC3103669,S59,9094,9256,Assessments, Safety variables included incidence AEs serious AEs SAEs infectious AEs incidence severity injection site reactions immunogenicity
7a,PMC3103669,S61,9338,9581,Sample size determination and statistical analysis, A sample size 350 patients 50 patients 5 canakinumab single dose groups 100 patients colchicine group considered sufficient give 95 confidence interval CI target dose reasonable precision
7a,PMC3103669,S62,9582,9760,Sample size determination and statistical analysis, In order increase precision analysis planned total sample size 400 increased approximately 440 patients see supplementary material details
6a,PMC3103669,S63,9769,9854,Sample size determination and statistical analysis, A preplanned interim analysis performed 200 patients completed 16 weeks
7b,PMC3103669,S63,9769,9854,Sample size determination and statistical analysis, A preplanned interim analysis performed 200 patients completed 16 weeks
6a,PMC3103669,S64,9855,9957,Sample size determination and statistical analysis, Efficacy safety analyses performed patients completed study 24 weeks
12a,PMC3103669,S65,9966,10248,Sample size determination and statistical analysis, For determination primary outcome number flares per patient 16 weeks modelled using negative binomial distribution common overdispersion variance divided expectation minus 1 treatment arms see supplementary material details
6a,PMC3103669,S66,10257,10338,Sample size determination and statistical analysis, The main secondary outcome mean number flares per patient 16 weeks
12a,PMC3103669,S67,10339,10491,Sample size determination and statistical analysis, Data analysed according analysis covariance ANCOVA treatment group allopurinol dose baseline BMI baseline covariates
12a,PMC3103669,S68,10492,10636,Sample size determination and statistical analysis, However distribution flares per patient observed skewed preplanned ANCOVA considered inappropriate data
12b,PMC3103669,S69,10637,10960,Sample size determination and statistical analysis, Therefore post hoc analysis using negative binomial model treatment group allopurinol dose baseline BMI baseline covariates log time study offset performed adjustment made multiplicity see supplementary material details analyses secondary outcomes
3a,PMC3109952,S38,5201,5350,Methods, This multicentre two arm randomised controlled open trial carried 13 centres United Kingdom one Republic Ireland
4b,PMC3109952,S38,5201,5350,Methods, This multicentre two arm randomised controlled open trial carried 13 centres United Kingdom one Republic Ireland
4a,PMC3109952,S40,5391,5619,Study population, Participants eligible study aged 12 years plantar wart verruca opinion healthcare professional suitable treatment salicylic acid cryotherapy
4a,PMC3109952,S41,5620,6250,Study population, Participants excluded study impaired healing diabetes peripheral vascular disease immunosuppressed agammaglobulinaemia taking immunosuppressant drugs oral corticosteroids neuropathy receiving renal dialysis cold intolerance Raynaud  s syndrome cold urticaria following conditions blood dyscrasias unknown origin cryoglobulinaemia cryofibrinogenaemia collagen autoimmune disease unable give informed consent currently trial evaluating treatments plantar wart
0,PMC3109952,S43,6327,6511,Recruitment and randomisation of participants, Participants recruited November 2006 January 2010 end extended recruitment period university podiatry school clinics NHS podiatry clinics primary care
0,PMC3109952,S44,6512,6564,Recruitment and randomisation of participants, Eligible participants gave written informed consent
0,PMC3109952,S45,6565,6721,Recruitment and randomisation of participants, They randomised equally receive cryotherapy liquid nitrogen daily self treatment counter 50 salicylic acid treatment
9,PMC3109952,S46,6730,7025,Recruitment and randomisation of participants, Randomisation performed member research team either telephoning independent secure remote telephone randomisation service York Trials Unit accessing secure online web randomisation programme thereby concealing treatment allocation moment randomisation
10,PMC3109952,S46,6730,7025,Recruitment and randomisation of participants, Randomisation performed member research team either telephoning independent secure remote telephone randomisation service York Trials Unit accessing secure online web randomisation programme thereby concealing treatment allocation moment randomisation
8b,PMC3109952,S47,7026,7197,Recruitment and randomisation of participants, Randomisation simple restricted way stratification blocked allocation allocation sequence computer generated
8a,PMC3109952,S47,7026,7197,Recruitment and randomisation of participants, Randomisation simple restricted way stratification blocked allocation allocation sequence computer generated
5,PMC3109952,S50,7275,7433,Intervention, Participants randomised cryotherapy liquid nitrogen received maximum four treatments given two three weeks apart healthcare professional
5,PMC3109952,S51,7434,7522,Intervention, The liquid nitrogen applied spray method choice available probe
5,PMC3109952,S52,7523,7691,Intervention, The treatment delivered according site  s usual practice debridement treatment masking surrounding area padding treatment
5,PMC3109952,S53,7692,7873,Intervention, On advice trial steering committee sites advised first treatment freeze  order ensure participant could tolerate treatment
5,PMC3109952,S55,7928,8157,Intervention, Participants randomised self treatment 50 salicylic acid Verrugon William Ransom Son instructed apply treatment according manufacturer  s instructions treating healthcare professional
5,PMC3109952,S56,8158,8315,Intervention, Patients directed fix adhesive ring hole verruca squeeze little ointment hole directly verruca
5,PMC3109952,S57,8316,8421,Intervention, The backing paper plaster removed plaster applied cover ring completely
5,PMC3109952,S58,8422,8464,Intervention, The plaster sealed position
5,PMC3109952,S59,8465,8592,Intervention, The treatment repeated daily gently pumicing filing dead part verruca maximum eight weeks
6a,PMC3109952,S62,8690,8786,Outcome measurements, The primary outcome complete clearance plantar warts 12 weeks randomisation
6a,PMC3109952,S63,8787,8879,Outcome measurements, Clearance plantar wart defined restoration normal skin close inspection
6a,PMC3109952,S64,8880,8976,Outcome measurements, Digital photographs plantar wart s taken baseline outcome assessment
6a,PMC3109952,S65,8977,9063,Outcome measurements, The photographs assessed two assessors blind treatment allocation
11a,PMC3109952,S65,8977,9063,Outcome measurements, The photographs assessed two assessors blind treatment allocation
6a,PMC3109952,S66,9064,9179,Outcome measurements, They independently assessed photographs participant determine whether plantar wart cleared
6a,PMC3109952,S67,9180,9232,Outcome measurements, Any discrepancies referred third assessor
6a,PMC3109952,S68,9233,9362,Outcome measurements, If photographs available participant however blinded outcome assessment undertaken site used
6a,PMC3109952,S69,9363,9539,Outcome measurements, If neither available participant patient  s self reported outcome recorded week 12 patient questionnaire gone form  used
6a,PMC3109952,S71,9597,10030,Outcome measurements, Secondary outcomes included complete clearance plantar warts 12 weeks controlling age whether plantar wart treated previously type wart b second model explore effect patient preferences c clearance plantar wart six months number warts 12 weeks e time clearance wart f patient satisfaction treatment g adverse events
6a,PMC3109952,S72,10031,10141,Outcome measurements, Questionnaires administered post completed line one three 12 weeks six months
0,PMC3109952,S74,10193,10390,Sample size, The Cochrane systematic review found one small trial directly comparing effectiveness chemical treatment salicylic acid cryotherapy patients warts feet alone 6
0,PMC3109952,S75,10391,10540,Sample size, This poor quality study found 58 cure rate among patients allocated cryotherapy compared 41 among treated salicylic acid
0,PMC3109952,S76,10541,10598,Sample size, This difference 17 statistically significant
0,PMC3109952,S77,10599,10895,Sample size, The overall cure rates study smaller observed two placebo controlled trials salicylic acid reported cure rates 85 active treatment possibly resistant verrucae included study comparing cryotherapy salicylic acid
0,PMC3109952,S78,10896,11033,Sample size, This trial superiority study cryotherapy compared salicylic acid powered show 15 difference effectiveness
7a,PMC3109952,S79,11034,11345,Sample size, In order give 80 power 5 two sided significance show difference cure rates 70 salicylic acid versus 85 cryotherapy 12 weeks sample size 120 patients treatment group required 133 patients group allowing 10 attrition 266 patients total
0,PMC3109952,S81,11397,11524,Statistical analysis, All analyses conducted intention treat basis including patients groups randomised
12a,PMC3109952,S82,11525,11777,Statistical analysis, Analyses conducted SAS version 9 2 SAS Institute NC USA SPSS version 17 0 2 SPSS using two sided significance tests 5 significance level primary outcome measure 1 significance level secondary outcome measures
12a,PMC3109952,S84,11824,11956,Statistical analysis, The primary analysis compared clearance rate plantar warts 12 weeks two randomised groups using test
12a,PMC3109952,S85,11957,12088,Statistical analysis, Cohen  s measure inter rater agreement used assess agreement two assessors photographs clearance
12a,PMC3109952,S87,12146,12327,Statistical analysis, A logistic regression model used adjust primary analysis important prognostic variables age whether plantar wart previously treated type wart
12a,PMC3109952,S88,12328,12517,Statistical analysis, We also extended primary outcome model explore effect patient preferences including preference interaction term preferred treatment randomised treatment
12a,PMC3109952,S89,12518,12669,Statistical analysis, The complete clearance plantar warts six months analysed way primary outcome adjustments covariates
12a,PMC3109952,S90,12670,12851,Statistical analysis, We used negative binomial regression compare number plantar warts 12 weeks two treatment groups adjustment number plantar warts baseline
0,PMC3109952,S91,12852,12982,Statistical analysis, These models used estimate number occurrences event event Poisson variation over dispersion
6a,PMC3109952,S92,12993,13177,Statistical analysis, The time clearance plantar warts derived number days randomisation date clearance detailed participant  s self reported questionnaire
0,PMC3109952,S93,13178,13416,Statistical analysis, Participants whose plantar warts cleared treated censored calculated duration trial date trial exit date last available assessment 183 days trial cessation appropriate
12b,PMC3109952,S94,13417,13593,Statistical analysis, A Cox proportional hazards model used compare time clearance plantar warts two groups adjusting covariates primary outcome
12b,PMC3109952,S95,13594,13873,Statistical analysis, The Cox proportional hazard assumption tested globally correlation Schoenfeld residuals survival time ranked survival time separately covariate correlation Schoenfeld scaled residuals survival time ranked survival time
0,PMC3109952,S96,13874,14004,Statistical analysis, Non significant correlation indicates enough evidence proportional hazard assumption violated
0,PMC3109952,S97,14015,14160,Statistical analysis, Data patient satisfaction treatment adverse events summarised treatment group statistical analyses performed
3a,PMC3128457,S39,4818,4940,Methods, Trial design  This double blind randomised placebo controlled trial nested cohort CRASH 2 trial participants
0,PMC3128457,S40,4941,5028,Methods, The aims methods results CRASH 2 trial presented detail elsewhere 2
0,PMC3128457,S41,5035,5114,Methods, Participants  The trial conducted cohort CRASH 2 trial participants
4a,PMC3128457,S42,5115,5660,Methods, Patients eligible inclusion Intracranial Bleeding Study fulfilled inclusion criteria CRASH 2 trial  adult trauma patients significant haemorrhage systolic blood pressure 90 mm Hg heart rate 110 beats per min considered risk significant haemorrhage within 8 hours injury study entry governed uncertainty principle 11  but also traumatic brain injury Glasgow coma scale brain computed tomography compatible traumatic brain injury
4a,PMC3128457,S43,5661,5749,Methods, Pregnant women patients second brain scan possible excluded
0,PMC3128457,S44,5750,5871,Methods, Consent procedures participating hospitals established local regulation appropriate ethics committees
4b,PMC3128457,S45,5878,5957,Methods, Study settings  Patients recruited 10 hospitals India Colombia
0,PMC3128457,S46,5958,6110,Methods, The sites selected according interest topic adequate facilities conducting computed tomography expected recruitment rate
5,PMC3128457,S48,6148,6363,Interventions, Participants randomly allocated receive loading dose 1 g tranexamic acid infused 10 minutes followed intravenous infusion 1 g eight hours matching placebo sodium chloride 0 9
6a,PMC3128457,S50,6403,6530,Outcomes, We obtained two brain computed tomograms participant first randomisation second 24  48 hours later
6a,PMC3128457,S51,6531,6660,Outcomes, A neuroradiologist Zoe Morris blind treatment allocation clinical findings evaluated first second scans
6a,PMC3128457,S52,6661,6879,Outcomes, Readings two scans done twice second reading blind results first reading central reading electronic DICOM image files Digital Jacket software DesAcc Chicago IL USA
6a,PMC3128457,S53,6880,7167,Outcomes, The size intra parenchymal haemorrhages haemorrhagic contusions subdural epidural haematomas subarachnoid haemorrhage ischaemic lesions mass effect overall amount tissue damage assessed validated rating scales based previous work see box 12 13 14 15 16
6a,PMC3128457,S54,7168,7311,Outcomes, The individual ratings measurements recorded rating form developed purposes study shown appendix bmj com
6a,PMC3128457,S57,7630,7709,Outcomes, Measurement  A representative slice centre haematoma selected
6a,PMC3128457,S58,7710,7837,Outcomes, The maximum linear length A cm multiplied maximum width perpendicular A B maximum depth C cm
6a,PMC3128457,S59,7838,7987,Outcomes, The depth C determined multiplying number slices haematoma visible slice interval thickness listed CT scan
6a,PMC3128457,S60,7988,8058,Outcomes, To obtain volume cm3 final product A B C divided 2
6a,PMC3128457,S62,8201,8282,Outcomes, Measurement  A representative slice near centre haematoma selected
6a,PMC3128457,S63,8283,8391,Outcomes, The linear distance cm corner subdural crescent used determine length A
6a,PMC3128457,S64,8392,8525,Outcomes, The width B measured maximum thickness cm haematoma inner table skull perpendicular length
6a,PMC3128457,S65,8526,8675,Outcomes, The depth C determined multiplying number slices haematoma visible slice interval thickness listed CT scan
6a,PMC3128457,S66,8676,8747,Outcomes, To obtain volume cm3 final product A B C divided 2
6a,PMC3128457,S68,8890,8971,Outcomes, Measurement  A representative slice near centre haematoma selected
6a,PMC3128457,S69,8972,9082,Outcomes, The linear distance cm corner epidural lens shape used determine length A
6a,PMC3128457,S70,9083,9220,Outcomes, The width B measured maximum thickness cm haematoma B inner table skull perpendicular length
6a,PMC3128457,S71,9221,9360,Outcomes, The depth C determined multiplying number slices haematoma visible slice interval listed CT scan
6a,PMC3128457,S72,9361,9432,Outcomes, To obtain volume cm3 final product A B C divided 2
6a,PMC3128457,S74,9581,9662,Outcomes, Measurement  Blood within subarachnoid spaces pia arachnoid membranes
6a,PMC3128457,S75,9663,9719,Outcomes, Haemorrhage thickness categorised mm 5 mm
6a,PMC3128457,S76,9720,9774,Outcomes, The thickness rated within representative sulcus
6a,PMC3128457,S78,9925,10107,Outcomes, Measurement  Focal low attenuation distribution indicating arterial ischaemic cause rather traumatic contusional injury rated according validated scale ischaemic stroke
6a,PMC3128457,S80,10242,10398,Outcomes, Measurement  1 sulcal effacement 2 ventricular effacement 3 uncal herniation 4 cisterns compressed 5 cisterns absent 6 Midline shift mm
6a,PMC3128457,S81,10472,10748,Outcomes, The primary outcome total haemorrhage growth defined difference combined volume mL intracranial haemorrhagic lesions intra parenchymal haematoma  haemorrhagic contusion  subdural haematoma  epidural haematoma first second scan
6a,PMC3128457,S82,10749,11145,Outcomes, Secondary outcomes significant haemorrhage growth defined increase total haemorrhage relation initial volume b new intracranial haemorrhage apparent second scan apparent first c change subarachnoid haemorrhage grade mass effect e new focal cerebral ischaemic lesions apparent second scan first
6a,PMC3128457,S83,11154,11259,Outcomes, The clinical outcomes death cause dependency need neurosurgical intervention
6a,PMC3128457,S84,11260,11382,Outcomes, Clinical outcomes recorded hospital discharge 28 days randomisation death whichever occurred first
6a,PMC3128457,S85,11383,11468,Outcomes, Dependency measured using five point modified Oxford handicap scale mOHS 17
6a,PMC3128457,S86,11469,11712,Outcomes, We dichotomised scale fully dependent requiring attention day night dependent requiring constant attention restriction lifestyle independent minor symptoms symptoms
6a,PMC3128457,S87,11713,11985,Outcomes, We also reported poor outcome  defined patient developed one following follow up period  significant haemorrhage growth new intracranial haemorrhage new focal cerebral ischaemic lesions need neurosurgery death
6a,PMC3128457,S88,11994,12116,Outcomes, Adverse events serious unexpected suspected related study treatment reported separately
7a,PMC3128457,S90,12159,12466,Sample size, Assuming initial intracranial haemorrhage volume 20 mL average haemorrhage growth 7 mL control group correlation 0 6 initial follow up volumes estimated trial 300 patients would 80 power detect 35 reduction haemorrhage growth
7a,PMC3128457,S91,12467,12694,Sample size, We pre specified protocol study nested within main CRASH 2 trial even planned sample size 300 patients achieved recruitment would stop time main CRASH 2 trial
0,PMC3128457,S93,12739,12872,Randomisation, After eligibility confirmed locally approved consent procedures completed patients randomly assigned
8b,PMC3128457,S94,12873,12970,Randomisation, Randomisation balanced centre allocation sequence based block size eight
8a,PMC3128457,S95,12971,13091,Randomisation, We used local pack system selected lowest numbered treatment pack box containing eight numbered packs
9,PMC3128457,S96,13092,13155,Randomisation, Apart pack number treatment packs identical
10,PMC3128457,S97,13156,13280,Randomisation, The pack number recorded entry form sent international trial coordinating centre London UK
10,PMC3128457,S98,13281,13444,Randomisation, Once treatment pack number recorded patient included trial whether treatment pack opened allocated treatment started
11a,PMC3128457,S99,13445,13540,Randomisation, All site investigators trial coordinating centre staff masked treatment allocation
11b,PMC3128457,S101,13580,13640,Blinding, Tranexamic acid placebo ampoules indistinguishable
0,PMC3128457,S102,13641,13768,Blinding, Tranexamic acid manufactured Pharmacia Pfizer Sandwich UK placebo St Mary  s Pharmaceutical Unit Cardiff UK
0,PMC3128457,S103,13769,13878,Blinding, The treatment packs prepared independent clinical trial supply company Bilcare Crickhowell UK
11b,PMC3128457,S104,13879,14041,Blinding, Correct blinding coding ampoules assured independent random testing batch high performance liquid chromatography confirm contents
12b,PMC3128457,S106,14092,14209,Statistical methods, We assessed intra observer reliability haemorrhage measurements using intra class correlation coefficient
12b,PMC3128457,S107,14210,14282,Statistical methods, We assessed reliability binary measurements statistic
0,PMC3128457,S108,14283,14415,Statistical methods, For continuous variables measuring haemorrhage used average measurement two independent readings analyses
0,PMC3128457,S109,14416,14579,Statistical methods, For binary variables considered intracranial finding present reported present readings particular patient  s brain scan
12b,PMC3128457,S110,14588,14654,Statistical methods, We used generalised linear models adjusted baseline variables
0,PMC3128457,S111,14655,14725,Statistical methods, Covariates included adjustment Glasgow coma scale age
