PMCID,sentence_id,CONSORT_Item,sentence_text
PMC3686261,S64,12a,"The relationships between employment status and JE or JSN at baseline, week 52 and week 104 were evaluated using logistic regression models with covariate adjustment for concurrent HAQ-DI and baseline disease duration, age and sex."
PMC3686261,S65,12a,The relationship between baseline JE or JSN and baseline employment status was further evaluated by calculating tertiles of JE or JSN and determining the percentages of patients in each tertile who were employed at baseline; differences across JE or JSN tertiles were evaluated through Ï‡2.
PMC3756454,S38,0,The study was performed with the approval of the local research ethics committee in accordance with the Declaration of Helsinki and with the written informed consent of all participants.
PMC3756454,S39,4a,Inclusion criteria were a typical history of myocardial ischaemia lasting more than 20â€…min within 24â€…h of hospitalisation with ischaemic electrocardiographic changes and an elevated troponin-I concentration (>0.2â€…Âµg/l).
PMC3756454,S40,4a,"Patients were excluded in the event of significant comorbidity, including active systemic inflammatory disorders, insulin-dependent diabetes mellitus and the use of anti-inflammatory drugs other than aspirin."
PMC3756454,S41,4a,"Given the immunosuppressive effects of etanercept, exclusion criteria also included any history of recent or recurrent infection, tuberculosis or any opportunistic infection within the previous 6â€…months."
PMC3756454,S43,"3a,5","In a randomised, double-blind, parallel group design, patients were evaluated on two occasions: before and 24â€…h after intravenous administration of the TNF-Î± antagonist, etanercept (10â€…mg), or saline placebo."
PMC3756454,S44,0,A single subcutaneous 25â€…mg dose of etanercept improves endothelium-dependent vasodilatation within 6â€…h of administration in patients with heart failure.12
PMC3756454,S45,5,"In order to achieve a rapid onset of action, we elected to use the intravenous route, and single intravenous doses of up to 10â€…mg/m2 have been used safely in patients with heart failure.15"
PMC3756454,S46,0,Subcutaneous etanercept has 23% bioavailability and achieves peak plasma concentrations of 0.43â€…Âµg/ml at 66â€…h.16
PMC3756454,S47,0,"In contrast, a single intravenous dose of 10â€…mg etanercept achieves a maximum concentration of 2.32â€…Âµg/ml at 50â€…min.16"
PMC3756454,S48,5,"Given a plasma half-life of approximately 70â€…h,16 we judged that 24â€…h would be an appropriate time point to capture any potential beneficial cardiovascular effects of intravenous etanercept."
PMC3756454,S49,"8a,9,8b","Randomisation was performed by a computer generated sequence to ensure concealment of treatment allocation and following minimisation for age, sex, time to randomisation, peak troponin, serum cholesterol and cardiovascular risk factors including diabetes mellitus, hypertension and smoking.17"
PMC3756454,S50,0,Study procedures were all completed prior to invasive angiography or percutaneous coronary intervention.
PMC3756454,S52,6a,"Patients abstained from food and caffeine containing drinks for 4â€…h, and 24â€…h from ingestion of alcohol prior to phlebotomy."
PMC3756454,S53,6a,"Blood samples were obtained through a 17-gauge cannula with careful attention to ensure smooth extraction of blood to avoid artefactual platelet activation ex vivo, and anticoagulated with D-phenylalanyl-L-propyl-L-arginine chloromethyl-ketone (PPACK)."
PMC3756454,S54,6a,"During vasomotor assessments, venous blood was withdrawn simultaneously from each arm and collected into tubes containing acidified buffered citrate (for t-PA assays), trisodium citrate (for plasminogen activator inhibitor type 1 (PAI-1) assays) and potassium EDTA (for cytokine assays)."
PMC3756454,S55,6a,Citrate and acidified buffered citrate samples were centrifuged at 2000â€…g for 30â€…min at 4Â°C and EDTA samples at 1000â€…g for 10â€…min at 20Â°C. Platelet-free plasma was decanted and stored at -80Â°C before assay.
PMC3756454,S56,6a,"Plasma TNF-Î± and IL-6 concentrations were determined as described previously18 using ELISA (Quantikine human TNF and IL-6 immunoassays, R&D Systems; and Dako A/S, respectively) and fibrinolytic activities using a photometric method (Coatest t-PA and PAI-1, Chomogenix AB)."
PMC3756454,S57,6a,Haematocrit and white cell count were determined using an automated Coulter counter (Beckman-Coulter).
PMC3756454,S59,6a,Assessment of vasomotor function in response to intra-arterial vasodilators was performed as described previously.19
PMC3756454,S60,6a,"Briefly, studies were performed in a quiet, temperature-controlled environment with the patient in the supine position throughout."
PMC3756454,S61,6a,Venous 17-gauge cannulae were inserted into each forearm for blood sampling and a 27-standard wire gauge steel needle placed in the brachial artery of the non-dominant forearm for vasodilator infusions.
PMC3756454,S62,6a,"A baseline 30â€…min intra-arterial infusion of saline was followed by intra-arterial infusion of substance P at 2, 4 and 8â€…pmol/min; then acetylcholine at 5, 10 and 20â€…Âµg/min; and finally sodium nitroprusside at 2, 4 and 8â€…Î_g/min, infused for 10â€…min at each dose with each agonist separated by a 20â€…min saline infusion."
PMC3756454,S63,6a,Forearm blood flow was measured in both arms by venous occlusion plethysmography with the use of mercury-in-silastic strain gauges.
PMC3756454,S64,6a,"Heart rate and blood pressure in the non-infused arm were monitored at intervals throughout with the use of a semiautomated, non-invasive oscillometric sphygmomanometer."
PMC3756454,S66,6a,"All reagents were obtained from AbD Serotec (Oxford, UK) unless otherwise stated."
PMC3756454,S67,6a,"The following antibodies were used: IgG1-FITC, CD14-PE, CD42a-FITC, IgG2a-PE, CD62P-PE, IgG1-PE (eBioscience Ltd. UK) and CD14-RPE and IgG1-RPE (DakoCytomation, Denmark)."
PMC3756454,S68,6a,All antibodies were diluted 1:20 with flow buffer.
PMC3756454,S69,6a,"FACS-Lyse was obtained from Becton-Dickinson (Cowley, UK)."
PMC3756454,S70,6a,Blood anticoagulated with PPACK was labelled with the appropriate antibodies exactly 5â€…min from collection and incubated in the dark for 20â€…min at room temperature.
PMC3756454,S71,6a,Immunolabelling was performed on whole blood to avoid artefactual platelet activation caused by purification procedures.
PMC3756454,S72,6a,Samples were then fixed and run through a FACSCalibur (Becton-Dickinson) flow cytometer within 2â€…h of fixing using an established flow protocol.20
PMC3756454,S73,6a,For determination of PMA a total of 3000 events were collected in the CD14 monocyte gate.
PMC3756454,S74,6a,For platelet expression of P-selectin 7500 events were collected in the platelet gate.
PMC3756454,S76,12a,Cytometric data analysis was performed with FlowJo V.7.2.5 (Flow Cytometry Analysis Software).
PMC3756454,S77,12a,"Plethysmographic data and net t-PA release were determined as described previously,19 21 as the product of the infused forearm plasma ï¬‚ow (based on the mean haematocrit and the infused FBF) and the concentration difference between the infused ([t-PA] inf) and non-infused ([t-PA] non-inf) arms: estimated net t-PA release=FBFÃ—(1âˆ’Hct)Ã—([tPA]infâˆ’[tPA]non-inf)."
PMC3756454,S78,12a,Continuous variables are reported as meansÂ±SEM.
PMC3756454,S79,12a,Analysis of variance with repeated measures and a two-tailed Student t test were performed as appropriate with the use of GraphPad Prism software.
PMC3756454,S80,6a,The primary outcome measure was PMA.
PMC3756454,S81,7a,On the basis of previous work examining the effect of clopidogrel on PMA22 we estimated that a 5% absolute change in PMA would be of clinical significance and that at least 12 paired samples would provide an 80% power to detect a 10% absolute difference in PMA from baseline at a significance level of 5%.
PMC3944682,S33,3a,"This study was a pragmatic open factorial trial of delayed antibiotic strategies, controlling for symptomatic advice regarding analgesia and steam, with a parallel observational component for patients judged to need immediate antibiotics."
PMC3944682,S34,0,"Health professionals, who were mainly doctors but also some practice nurses, decided in negotiation with patients whether immediate antibiotics were needed."
PMC3944682,S35,5,"If antibiotics were not needed, patients were randomised to one of four delayed prescribing groups: recontact for a prescription, post-dated prescription, collection of the prescription, or patient led (that is, the patient was given the prescription)."
PMC3944682,S36,13a,The figure and web appendix 1 provides more detail on these groups.
PMC3944682,S37,13a,CONSORT flow diagram.
PMC3944682,S38,13a,"Of 889 patients considered, 556 were judged not to require immediate antibiotics and were randomised."
PMC3944682,S39,0,*Numbers based on general practitioner reports
PMC3944682,S40,8b,Each group was randomised further into 12 subgroups according to three factors.
PMC3944682,S41,8b,"These factors were antipyretic regimens (ibuprofen, paracetamol, or both combined), regular antipyretic versus â€œas requiredâ€ù dosing, and steam inhalation advice versus no advice to inhale with steam."
PMC3944682,S42,0,The web figure uses an example group (no prescription) to illustrate this randomisation process.
PMC3944682,S43,3b,"During the trial (from January 2011), a strategy of no antibiotic prescription was added as a randomised comparison, bringing the total number of randomised groups to five (fig 1)."
PMC3944682,S46,0,"We chose a factorial design for the analgesic and steam components to deal with the management of symptoms, and the antibiotic component particularly to deal with antibiotic use and beliefs in antibiotics."
PMC3944682,S47,0,"The factorial design is not only efficient in assessing multiple interventions, but also provides better control of symptomatic advice (regarding analgesia or steam) that could plausibly affect symptom control in the antibiotic groups."
PMC3944682,S48,0,A non-randomised immediate prescription group was chosen to allow all patients to enter the study and provide two important opportunities.
PMC3944682,S49,0,"Firstly, to observe how often immediate antibiotics are thought necessary by clinicians, and secondly, to be able to compare patient outcomes in those prescribed and not prescribed antibiotics."
PMC3944682,S50,3b,"During the study, it became clear from systematic reviews that delayed prescribing might result in higher antibiotic use than no initial prescription.8"
PMC3944682,S51,3b,"We therefore added a no prescription group to facilitate interpretation of the effect of delayed prescription compared with the alternatives strategies, particularly because both the delayed and no prescription groups in the current study had higher antibiotic use than in previous studies."
PMC3944682,S53,"8a,10",A statistician independent of the study team coordinated the randomisation using computer generated random numbers.
PMC3944682,S54,10,"If the doctor thought that immediate antibiotics were definitely required, they prescribed antibiotics, otherwise patients were randomised to one of four methods of delayed antibiotic prescribing."
PMC3944682,S55,10,We assessed evidence of subversion of randomisation by monitoring the order of use of envelopes (there was no evidence of selective envelope use) and the baseline table (which showed that the groups were well balanced).
PMC3944682,S56,0,A key concern in complex pragmatic factorial trials is keeping the logistics simple and avoiding errors at the point of intervention delivery.
PMC3944682,S57,9,"We made it very simple to execute randomisation and delivery because the health professional took the next pack off the shelf that contained pre-randomised advice sheets (that is, there was no requirementâ€”and hence no errorâ€”in finding and using the correct advice sheets)."
PMC3944682,S58,0,"With careful attention to practitioner equipoise, this method of randomisation to different advice strategies has proved successful in previous trials.11 13 14"
PMC3944682,S59,0,There was no evidence of subversion in the current studyâ€”either for selective envelope use or bias in patient characteristics.
PMC3944682,S61,4a,The study included patients aged 3 years and over presenting to a health professional (a general practitioner or nurse).
PMC3944682,S62,4a,"Patients had to present in a general practice setting with a respiratory tract infection diagnosed by the health professional (acute cold, influenza, sore throat, otitis media, sinusitis, croup, or lower respiratory tract infection)."
PMC3944682,S63,0,Patient or parental written consent was given.
PMC3944682,S64,4a,"Patients were excluded if they were asthmatic (unless ibuprofen or aspirin previously provided no problems), had active or previous peptic ulceration, were hypersensitive to analgesics, and were unable to complete outcome measures (for example, they were visually impaired, had psychosis, or were severely depressed)."
PMC3944682,S65,4a,"Exclusion also applied to patients who required hospital admission (for example, for meningitis, severe pneumonia, epiglottitis, or Kawasaki disease), had a known immune deficiency, or were pregnant or breastfeeding."
PMC3944682,S67,6a,The primary outcome was symptom severity measured at the end of each day during days 2-4 of a two week symptom diary (days 2-4 are when symptoms of all respiratory infections are at their worst11 14).
PMC3944682,S68,0,We chose symptom severity as a key outcome because the most recent systematic review documented worse symptom control with delayed prescription.8
PMC3944682,S69,6a,The diary was completed by patients (or children) until symptoms returned to normal.
PMC3944682,S70,6a,"It used previously validated formats11 15 for rating symptoms (0=no problem, 6=as bad as it could be)."
PMC3944682,S71,6a,"Symptoms included feeling generally unwell, sleep disturbance, fever, interference with normal activities, sore throat, cough, short of breath, facial or sinus pain, earache, and runny or blocked nose."
PMC3944682,S72,6a,Symptom resolution was a secondary outcome because duration differs according to the particular respiratory infection.7
PMC3944682,S73,6a,Patients were telephoned (on days 2-3) to check for any problems with diary completion.
PMC3944682,S74,5,"If no diary was received after two weeks, one mailed reminder was sent and then a phone call made as necessary to document key outcomes using a brief questionnaireâ€”which we have shown to be reliable.13"
PMC3944682,S75,0,Secondary outcomes were:
PMC3944682,S76,6a,"Any antibiotic use in the 14 days after recruitment, as documented in the diary or the brief questionnaire"
PMC3944682,S77,6a,"Side effects (rash, diarrhoea, vomiting, or abdominal pain) documented in the diary"
PMC3944682,S78,6a,Mean temperature readings in the morning and evening using tempadot thermometers (orally where possible)
PMC3944682,S79,6a,Duration of symptoms: rated moderately bad or worse
PMC3944682,S80,6a,"Return with new or worsening symptoms or complications of interventionâ€”that is, a patient returning with a symptom or diagnosis of respiratory tract infection recorded using a structured proforma by a member of the research team."
PMC3944682,S81,6a,"Complications were defined as a new consultation documented in the notes within one month with otitis media, sinusitis, pneumonia, quinsy, cervical adenitis, meningitis, or septicaemia"
PMC3944682,S82,6a,"Belief in the effectiveness of antibiotics and satisfaction, measured in the main diary using previously developed questions13"
PMC3944682,S83,6a,General practitioners were asked to complete non-recruitment logs and a questionnaire at the end of the study documenting the common reasons for non-recruitment of eligible patients and for eligible patients who declined.
PMC3944682,S85,7a,We calculated the sample size based on an Î± value of 0.05 and Î_ value of 0.2 using the NQuery program for multiple group sample sizes.
PMC3944682,S86,7a,"There were two elements to the calculation, firstly for symptom control (the primary outcome), and secondly for antibiotic use."
PMC3944682,S87,7a,We assumed a standard deviation of 1.1 for our primary outcome.11 13 15
PMC3944682,S88,7a,"Assuming that one analgesic group had symptom control that was 0.5 standard deviations better than one of the other groups (that is, a moderate effect size), 228 patients were needed to allow for 12 groups and 80% follow-up, or 504 patients for 0.33 standard deviations."
PMC3944682,S89,7a,"This effect size was equivalent to one in three people rating symptoms as mild rather than moderate, agreed as a modest effect size by the trial steering committee of a Medical Research Council funded trial of prescribing strategies for acute cough11)."
PMC3944682,S90,6a,"For the antibiotic outcome of the antibiotic strategies (a key outcome for this component of the study), we compared the difference in antibiotic use between the delayed strategies and no antibiotic prescription."
PMC3944682,S91,7a,"Seventy two patients per group or 450 in total were needed in the groups with no prescription or delayed prescription, allowing for 20% loss to follow-up."
PMC3944682,S92,7a,"These numbers also assumed 15% use of antibiotics in the no antibiotic group, and 20-35% use in the delayed prescription groups (20%, 25%, 35%, and 35% for recontact, post-date, collection, and patient led, respectively)."
PMC3944682,S93,7a,We estimated that 72 patients per group would provide 80% power to detect a difference of 0.5 standard deviations in symptom control between delayed prescription groups and the no prescription group.
PMC3944682,S95,12a,We performed an analysis of the randomised groups and a secondary analysis that included the non-randomised immediate group.
PMC3944682,S96,"12a,12b","We used analysis of covariance for a factorial study for the main continuous outcomes, controlling for stratification, analgesic and steam strategies, and confounders if appropriate."
PMC3944682,S97,12a,"Logistic regression was used for antibiotic use and return to the surgery, and Cox regression was used for the duration of symptoms."
PMC3944682,S98,12a,Odds ratios were converted to risk ratios using standard formulas.16
PMC3944682,S99,12a,"The effect of antibiotic strategies, and interactions, were assessed using the likelihood ratio Ï‡2 test."
PMC3944682,S100,0,"The likelihood ratio test is particularly useful for assessing the effect of variables with multiple levels (for example, the delayed prescribing factor, with five levels), and provides an overall test of whether the variable makes a significant difference to the statistical model."
PMC3944682,S101,"12a,7b,16","Analysis was intention to treat (that is, practitioners or patients were analysed in their intended randomisation groups, whether or not they complied), but we did not impute missing values, there was no interim analysis, and no clinical subgroups for antibiotic prescribing strategies were specified in advance."
PMC4066691,S42,3a,"This was a Phase II, randomised, double-blind, placebo-controlled, crossover study to investigate the efficacy and safety of three doses of once-daily tiotropium RespimatÂ®."
PMC4066691,S43,"4b,23","The study was conducted in 19 sites in three European countries (Germany, Austria and Ukraine; ClinicalTrials.gov identifier NCT01233284), and was carried out in accordance with the principles of the Declaration of Helsinki and the International Conference on Harmonisation Good Clinical Practice Guidelines."
PMC4066691,S44,0,"All patients provided written, informed consent."
PMC4066691,S46,"5,3a","After an initial screening visit and a 4-week run-in period, patients were randomised to one of four treatment sequences, during which they received each of the four treatments (tiotropium 5Â Î_g, 2.5Â Î_g or 1.25Â Î_g or placebo, all delivered via the RespimatÂ® SoftMistâ„¢ inhaler) (FigureÂ  1)."
PMC4066691,S47,5,"Each treatment was administered for 4Â weeks, and there was no washout between treatment periods as pharmacodynamic steady state with tiotropium is known to be achieved after 3Â weeks in chronic obstructive pulmonary disease [13,14]."
PMC4066691,S48,0,Seven clinic visits were scheduled: at screening (Visit 0); prior to the 4-week run-in (Visit 1); at randomisation (after the 4-week run-in [Visit 2]); every 4Â weeks at the end of each treatment period (Visits 3â€“6); and 21Â days following the end of the final treatment period (Visit 7).
PMC4066691,S49,3a,Figure 1 Study design.
PMC4066691,S50,5,Tiotropium RespimatÂ® (two puffs) or placebo RespimatÂ® (two puffs) was administered once daily in the evening between 18:00 and 20:00.
PMC4066691,S51,5,All patients were required to continue maintenance treatment with stable medium-dose ICS (400â€“800Â Î_g budesonide or equivalent) for at least 4Â weeks prior to Visit 1 and until Visit 7.
PMC4066691,S52,5,"Patients using ICS plus short-acting Î_2-agonist or ICSâ€‰+â€‰LABA fixed-dose combinations were switched to the same dose of ICS mono-product at least 8 or 24Â hours, respectively, prior to Visit 1."
PMC4066691,S53,5,Study medication was to be taken immediately after ICS inhalation if normal ICS dosing was in the evening.
PMC4066691,S54,5,Concomitant use of the following was not permitted for maintenance treatment: systemic oral or depot corticosteroids; anticholinergics other than tiotropium; LABAs; ICS plus short-acting Î_2-agonist or ICSâ€‰+â€‰LABA fixed-dose combinations; leukotriene modifiers; anti-immunoglobulin E treatment; chromone; methylxanthines; and phosphodiesterase-4 inhibitors.
PMC4066691,S55,5,Salbutamol hydrofluoroalkane metered-dose inhaler was provided by the sponsor as rescue medication for use as needed.
PMC4066691,S56,5,"Permitted medication for the treatment of acute asthma exacerbations included salbutamol hydrofluoroalkane metered-dose inhaler, systemic corticosteroids and short-acting theophylline preparations."
PMC4066691,S58,5,Each patient received all treatments.
PMC4066691,S59,0,Eligible patients were randomly allocated to one of the four treatment sequences at Visit 2 (FigureÂ  1).
PMC4066691,S60,8a,"The randomisation list was generated by Boehringer Ingelheim Pharma GmbH & Co. KG, Biberach an der Riss, Germany, using a validated pseudo-random number generator and a supplied seed number."
PMC4066691,S61,8b,"A fixed block randomisation, with a block size of 4, was used to ensure balanced and equal assignment."
PMC4066691,S63,4a,"Male or female patients aged 18â€“75 years, with at least a 3-month history of asthma at the time of enrolment and an initial diagnosis of asthma made before the age of 40Â years, were included in the study."
PMC4066691,S64,4a,"Patients were required to have been on maintenance treatment with stable medium-dose ICS (400â€“800Â Î_g budesonide or equivalent), alone or in a fixed-dose combination with a LABA or short-acting Î_2-agonist, for at least 4Â weeks prior to Visit 1."
PMC4066691,S65,4a,"A diagnosis of asthma confirmed at Visit 1 was required, with bronchodilator reversibility (15â€“30 minutes after 400Â Î_g salbutamol) of â‰¥12% and â‰¥200Â mL."
PMC4066691,S66,4a,"Patients were required to have a seven-question Asthma Control Questionnaire (ACQ-7) mean score of â‰¥1.5 at Visits 1 and 2, to have a pre-bronchodilator FEV1 of â‰¥60% and â‰_90% of predicted normal FEV1 at Visit 1, and to demonstrate absolute FEV1 variability within 30% between Visits 1 and 2."
PMC4066691,S67,4a,"Patients were required never to have smoked, or to be ex-smokers who had stopped smoking at least 1Â year prior to enrolment and had a smoking history of less than 10 pack-years."
PMC4066691,S68,4a,Patients were excluded for any of the following reasons: a diagnosis of chronic obstructive pulmonary disease or any respiratory disease other than asthma; myocardial infarction within the last 6Â months; hospitalisation due to cardiac failure or unstable cardiac arrhythmia within the past year; treatment with anti-immunoglobulin E antibodies within 6Â months prior to Visit 1.
PMC4066691,S70,6a,All end points were determined at the end of each 4-week treatment period (Visits 3â€“6) and analysed as a response defined as change from study baseline (pre-treatment value measured at Visit 2 in the evening).
PMC4066691,S71,6a,The primary efficacy end point was peak FEV1 measured within the first 3Â hours after dosing (peak FEV1(0-3h)).
PMC4066691,S72,6a,"The following secondary efficacy end points were investigated: trough FEV1; peak forced vital capacity (FVC) within the first 3 hours after dosing (FVC)(0-3h); trough FVC; FEV1 area under the curve (AUC) within the first 3Â hours after dosing (FEV1 AUC(0-3h)); FVC AUC(0-3h); pre-dose PEFam and PEFpm using the Asthma Monitor2+ device (AM2+Â®; ERT, Philadelphia, Pennsylvania, USA) based on the mean of the final week of each treatment period."
PMC4066691,S73,6a,"Control of asthma, as assessed by ACQ-7 self-administered at the end of each 4-week treatment period, was an additional exploratory end point."
PMC4066691,S74,6a,"Safety and tolerability were assessed based on the incidence and intensity of adverse events, and on changes in vital signs."
PMC4066691,S76,6a,Spirometric lung function tests were conducted at all in-clinic visits (Visits 1â€“6).
PMC4066691,S77,6a,Pre-dose lung function tests were scheduled between 18:00 and 20:00.
PMC4066691,S78,6a,"At Visits 2â€“6, lung function tests were performed 10Â minutes prior to and up to 3Â hours after dosing of study treatment."
PMC4066691,S79,6a,ACQ-7 was self-administered at Visits 1â€“6 prior to lung function tests.
PMC4066691,S80,6a,"Measurement of PEFam and PEFpm was to be performed prior to ICS and study treatment inhalation, at approximately the same time each day, from 06:00 to 08:00 for PEFam and from 18:00 to 20:00 for PEFpm."
PMC4066691,S81,6a,Adverse events and concomitant medications were recorded on the electronic case report form at each visit.
PMC4066691,S82,6a,Vital signs were measured and recorded in conjunction with lung function tests at Visits 2â€“6.
PMC4066691,S84,0,"Efficacy data are reported for the full analysis set, which was defined as all randomised patients who were treated with at least one dose of study medication, had baseline data and had at least one on-treatment efficacy measurement after 4Â weeks of treatment within a period."
PMC4066691,S85,0,"Data are presented as adjusted mean change from baseline after 4Â weeks of treatment (defined as response), unless noted otherwise."
PMC4066691,S86,0,"Evaluation of safety and tolerability was performed on the treated set, defined as all randomised patients who received at least one dose of study medication."
PMC4066691,S87,0,Analysis of adverse events and vital signs was descriptive in nature.
PMC4066691,S88,12a,"To control the probability of a type I error in the primary efficacy analysis, stepwise testing of the null hypothesis was used to test the efficacy of tiotropium RespimatÂ® 5Â Î_g, then 2.5Â Î_g and then 1.25Â Î_g, each over placebo RespimatÂ®."
PMC4066691,S89,0,"If the previous step was not successful, analysis of the current step was to be considered descriptive."
PMC4066691,S90,7a,"To detect a treatment difference of 80Â mL for peak FEV1(0-3h) with 90% power, and assuming a standard deviation of 228Â mL, it was calculated that 88 completed patients were required."
PMC4066691,S91,12a,Testing was performed with Î±â€‰=â€‰0.025 (one-sided).
PMC4066691,S92,12a,The pre-specified hypotheses were tested using a mixed effects model with repeated measures.
PMC4066691,S93,12a,The statistical model included â€˜treatmentâ€™ and â€˜periodâ€™ as fixed effects and â€˜patientâ€™ as a random effect.
PMC4066691,S94,12a,"Study baseline, defined as pre-treatment values measured at Visit 2 in the evening, was included as covariate."
PMC4066691,S166,0,Additional file 1: Table S1
PMC4066691,S167,0,Adjusted mean differences in lung function and ACQ-7 score between tiotropium RespimatÂ® and placebo RespimatÂ®.
PMC4066691,S168,0,Click here for file
PMC4085478,S45,"13a,13b,16",Figure 1 Study flowchart.
PMC4085478,S46,4a,"Inclusion criteria were as follows: proven mesalazine-refractory ulcerative colitis (European consensus definition (16) with an inadequate response to mesalazine for 6 weeks at a dose of â‰¥3â€‰g/day for over 4 weeks or documented intolerance to mesalazine (a documented intolerance required previous doctors' letters or medical notes that stated that an adverse event possibly related to mesalazine led to a discontinuation of its therapy); active disease with blood in stool for at least 6 weeks; SCCAI â‰¥5 and SCCAI subscore for â€œblood in stoolâ€ù â‰¥2 at baseline visit (V2); comedication was allowed if on a stable dose for 4 weeks (e.g., 5-ASA, systemic acting steroids (if taken for â‰¥8 weeks before the start of the study), azathioprine (2â€“2.5â€‰mg/kg), 6-mercaptopurine (1â€“1.5â€‰mg/kg), both if taken for â‰¥3 months); and a negative pregnancy test at V1 and V2 plus the use of adequate contraception, if applicable."
PMC4085478,S47,4a,"Exclusion criteria were as follows: toxic megacolon or fulminant courses; therapy with cyclosporine, tacrolimus, methotrexate, or TNF-Î±-antagonists within 3 months before study entry; current treatment with opiates or loperamide; current antibiotic treatment; rectal applications of aminosalicylates, steroids, or budesonide; oral application of topically acting steroids; ulcerative proctitis with a disease extent <10â€‰cm; inflammatory or bleeding disorders of the gastrointestinal tract other than UC, or diseases that may cause diarrhea or gastrointestinal bleeding; condition after surgery of the colon; any other uncontrolled systemic diseases (e.g., cardiac, renal, pulmonary, hepatic) or severe chronic diseases (e.g., malignancies, HIV infection); and pregnant or nursing women."
PMC4085478,S48,0,"5-ASA, 5-aminosalicylic acid; AE, adverse event; Discont."
PMC4085478,S49,0,"Intervent., discontinued intervention; INR, international normalized ratio; SCCAI, Simple Clinical Colitis Activity Index; TNF-Î±, tumor necrosis factor-Î± UC, ulcerative colitis."
PMC4085478,S50,7a,We calculated 160 patients with mesalazine-refractory UC for the screening phase in order to randomize 144 patients.
PMC4085478,S51,7b,A planned interim analysis included the possibility of increasing the sample size if necessary.
PMC4085478,S52,4a,"The main inclusion criteria were as follows: an active disease with the Simple Clinical Colitis Activity Index (SCCAI) of â‰¥5 and a subscore for â€œblood in stoolâ€ù of â‰¥2 at baseline; a history of bloody diarrhea for at least 6 weeks before inclusion despite mesalazine treatment at a dose of â‰¥3â€‰g/day; or a documented intolerance to mesalazine (for details of criteria, see legend of Figure 1)."
PMC4085478,S53,5,Patients were required to maintain a stable comedication throughout the study; steroid tapering was not allowed.
PMC4085478,S54,0,UC was defined in accordance with the European consensus conference (21).
PMC4085478,S55,4b,"Recruitment took place in 24 referral centers in Germany, Lithuania, and Romania."
PMC4085478,S56,"8a,8b,10",The Contract Research Organization (CRO) produced computer-generated randomization lists for every study center with the allocation of 1:1:1:1 in blocks of 4.
PMC4085478,S57,"9,5","The study interventions consisting of three different doses of LT-02 (0.8, 1.6, and 3.2â€‰g) were tested against placebo and were provided in sequentially numbered containers."
PMC4085478,S58,0,"Doses were selected based on the results of the previous studies (18,19,20)."
PMC4085478,S59,5,The study medication was provided in sachets with pellets taken orally four times daily.
PMC4085478,S60,5,"The study medication was produced, packed, and labeled according to Good Manufacturing Practice and stored at 2â€“8â€‰Â°C."
PMC4085478,S61,0,"Patients were interviewed, examined, and screened for eligibility at the screening visit (V1, for inclusion and exclusion criteria see legend of Figure 1)."
PMC4085478,S62,0,"Patients to be included received detailed study information, gave written informed consent, and were instructed in completing the study diary (comprising SCCAI and other interview parameters)."
PMC4085478,S63,0,Stool samples were taken to exclude for infectious enterocolitis (including Clostridium difficile and Escherichia coli 0157:H7).
PMC4085478,S64,6a,"If the patient was still eligible after 1 week of screening (V2=baseline), a safety lab was taken and a sigmoidoscopy/colonoscopy was performed."
PMC4085478,S65,7b,"At the interim visits 2 and 6 weeks after baseline (V3 and V4), possible disease exacerbation and changes in medication or adverse events (AEs) were assessed."
PMC4085478,S66,6a,"The treatment period ended 12 weeks after baseline at V5 and involved an interview, a physical examination, a sigmoidoscopy, a safety lab, and the SCCAI assessment."
PMC4085478,S67,6a,The maximal duration of the study was 21 weeks per patient: a 1-week screening period plus 12 weeks of treatment period; patients reaching partial or complete remission (SCCAI <5 at end of treatment) underwent an additional 8-week follow-up without study medication (see Appendix Figure A1).
PMC4085478,S68,0,Patients could discontinue the study at any time without reason.
PMC4085478,S69,0,The investigator could withdraw a patient in case of AEs or disease exacerbation or if therapeutic intervention was required.
PMC4085478,S70,7b,"Discontinuation criteria were the development of complications such as pseudomembranous colitis, an SCCAI increase of â‰¥7 over baseline, or fever >39â€‰Â°C. Discontinuation because of disease exacerbation was defined as an AE."
PMC4085478,S71,0,Patients who discontinued the study early qualified as â€œpremature discontinuationâ€ù which resulted in a final study visit.
PMC4085478,S72,0,Dropouts were not replaced.
PMC4085478,S73,0,"Patients' compliance was monitored by returned sachets, diary entries, and interviews."
PMC4085478,S74,0,The central ethics committees approved the study protocol in all participating countries.
PMC4085478,S75,0,No changes to the study methods were made after study initiation.
PMC4085478,S77,0,"To avoid selection bias, all patients who fulfilled all criteria were included into the study in the predefined, randomized order."
PMC4085478,S78,11b,"Pellets, sachets, and containers were completely indistinguishable between treatment arms."
PMC4085478,S79,11a,Both patients and study personnel remained blinded and unaware of the allocation method throughout the study until database closure.
PMC4085478,S80,11a,It was not possible for patients or investigators to guess the next allocated medication in order to avoid selection or allocation biases.
PMC4085478,S81,12a,"To avoid attrition bias, we handled incomplete data in a conservative manner: all patients with premature treatment termination were included in all final analyses with their last available data (last observation carried forward (LOCF)), so that a possible LT-02 treatment effect was rather reduced than increased."
PMC4085478,S82,0,"More placebo patients may have stopped treatment owing to a lack of efficacy or for other reasons; it is unlikely that the results would have improved if treatment had been continued, and carrying forward the last value appeared to be conservative."
PMC4085478,S83,13b,All dropouts and losses to follow-up are described in Figure 1.
